time,lat,lng,demand
"05:00",24.465,120.851,1
"05:00",22.986,120.235,1
"05:00",25.087,121.472,1
"05:00",25.005,121.503,1
"05:00",22.991,120.233,1
"05:00",25.099,121.713,1
"05:00",24.148,120.664,1
"05:00",25.011,121.537,1
"05:00",25.023,121.56,1
"05:00",24.018,120.644,1
"05:00",25.061,121.276,1
"05:00",22.989,120.235,1
"05:00",25.042,121.512,1
"05:00",24.928,121.291,1
"05:00",25.056,121.598,1
"05:00",25.049,121.525,1
"05:00",25.054,121.462,1
"05:00",24.997,121.309,1
"05:00",24.982,121.464,1
"05:00",25.056,121.521,1
"05:00",25.016,121.468,1
"05:00",24.971,121.444,1
"05:00",25.116,121.407,1
"05:00",24.214,120.498,1
"05:00",22.714,120.294,1
"05:00",23.517,120.667,1
"05:00",25.009,121.482,1
"05:00",25.024,121.429,1
"05:00",24.145,120.671,1
"05:00",25.053,121.524,1
"05:00",25.058,121.369,1
"05:00",24.907,121.146,1
"05:00",22.584,120.319,1
"05:00",25.02,121.302,1
"05:00",22.714,120.284,1
"05:00",24.226,120.613,1
"05:00",24.803,121.036,1
"05:00",23.636,120.377,1
"05:00",24.171,120.644,1
"05:00",24.802,121.033,1
"05:00",25.083,121.486,1
"05:00",24.966,121.304,1
"05:00",24.969,121.324,1
"05:00",25.172,121.439,1
"05:00",25.025,121.465,1
"05:00",24.972,121.335,1
"05:00",24.969,121.245,1
"05:00",25.034,121.511,1
"05:00",25.081,121.439,1
"05:00",24.996,121.559,1
"05:00",25.17,121.448,1
"05:00",25.05,121.54,1
"05:00",25.074,121.241,1
"05:00",25.026,121.473,1
"05:00",25.032,121.523,1
"05:00",25.069,121.367,1
"05:00",25.096,121.462,1
"05:00",22.649,120.309,1
"05:00",25.006,121.528,1
"05:00",25.072,121.596,1
"05:00",24.954,121.243,1
"05:00",24.964,121.228,1
"05:00",24.91,121.181,1
"05:00",25.051,121.359,1
"05:00",25.008,121.215,1
"05:00",24.787,120.991,1
"05:00",25.075,121.227,1
"05:00",24.812,121.023,1
"05:00",25.077,121.47,1
"05:00",25.064,121.629,1
"05:00",22.672,120.31,1
"05:00",24.995,121.33,1
"05:00",24.97,121.176,1
"05:00",24.995,121.559,1
"05:00",24.994,121.483,1
"05:00",24.953,121.247,1
"05:00",25.123,121.812,1
"05:00",25.095,121.459,1
"05:00",22.641,120.311,1
"05:00",25.005,121.499,1
"05:00",25.107,121.373,1
"05:00",25.142,121.799,1
"05:00",25.118,121.823,1
"05:00",24.966,121.303,1
"05:00",22.647,120.311,1
